"annotation_id","annotator","choice","created_at","id","image","lead_time","updated_at"
209,"1","bulbasaur","2023-12-24T14:04:21.061523Z",106,"/data/upload/6/009485ec-00000110.jpg",0.677,"2023-12-24T14:04:21.061523Z"
210,"1","bulbasaur","2023-12-24T14:04:22.364184Z",107,"/data/upload/6/9899d771-00000111.jpg",0.779,"2023-12-24T14:04:22.364184Z"
211,"1","bulbasaur","2023-12-24T14:04:23.243509Z",108,"/data/upload/6/e96a3140-00000112.jpg",0.659,"2023-12-24T14:04:23.243509Z"
212,"1","bulbasaur","2023-12-24T14:04:24.630948Z",109,"/data/upload/6/e2c782d2-00000113.jpg",0.841,"2023-12-24T14:04:24.630948Z"
213,"1","bulbasaur","2023-12-24T14:04:25.611022Z",110,"/data/upload/6/7d4dc151-00000114.jpg",0.757,"2023-12-24T14:04:25.611022Z"
214,"1","bulbasaur","2023-12-24T14:04:27.045247Z",111,"/data/upload/6/8d66308f-00000115.jpg",0.873,"2023-12-24T14:04:27.045247Z"
215,"1","bulbasaur","2023-12-24T14:04:28.040836Z",112,"/data/upload/6/51b70a2e-00000116.jpg",0.771,"2023-12-24T14:04:28.040836Z"
216,"1","bulbasaur","2023-12-24T14:04:29.362920Z",113,"/data/upload/6/9f8c3b23-00000117.jpg",0.791,"2023-12-24T14:04:29.362920Z"
217,"1","bulbasaur","2023-12-24T14:04:31.153483Z",114,"/data/upload/6/cbec7b85-00000118.jpg",1.564,"2023-12-24T14:04:31.153483Z"
218,"1","bulbasaur","2023-12-24T14:04:32.604307Z",115,"/data/upload/6/818c6223-00000119.jpg",0.907,"2023-12-24T14:04:32.604307Z"
219,"1","bulbasaur","2023-12-24T14:04:33.742464Z",116,"/data/upload/6/9351191e-00000120.jpg",0.909,"2023-12-24T14:04:33.742464Z"
220,"1","bulbasaur","2023-12-24T14:04:35.096482Z",117,"/data/upload/6/bd41ea54-00000121.jpg",0.809,"2023-12-24T14:04:35.096482Z"
221,"1","bulbasaur","2023-12-24T14:04:36.085122Z",118,"/data/upload/6/9f56f41c-00000122.jpg",0.736,"2023-12-24T14:04:36.085122Z"
222,"1","bulbasaur","2023-12-24T14:04:37.461783Z",119,"/data/upload/6/37a7352f-00000123.jpg",0.852,"2023-12-24T14:04:37.461783Z"
223,"1","bulbasaur","2023-12-24T14:04:38.531990Z",120,"/data/upload/6/ab9669dc-00000124.jpg",0.823,"2023-12-24T14:04:38.531990Z"
224,"1","bulbasaur","2023-12-24T14:04:40.039466Z",121,"/data/upload/6/b673f8e1-00000125.jpg",0.954,"2023-12-24T14:04:40.039466Z"
225,"1","bulbasaur","2023-12-24T14:04:41.744443Z",122,"/data/upload/6/b8ba11fc-00000126.jpg",1.467,"2023-12-24T14:04:41.744443Z"
226,"1","bulbasaur","2023-12-24T14:04:49.625925Z",123,"/data/upload/6/f6928122-00000127.jpg",1.99,"2023-12-24T14:04:49.625925Z"
227,"1","bulbasaur","2023-12-24T14:04:51.222365Z",124,"/data/upload/6/3de23151-00000128.jpg",1.366,"2023-12-24T14:04:51.222365Z"
228,"1","bulbasaur","2023-12-24T14:04:52.916191Z",125,"/data/upload/6/53236561-00000129.jpg",1.153,"2023-12-24T14:04:52.916191Z"
229,"1","bulbasaur","2023-12-24T14:04:54.552424Z",126,"/data/upload/6/d3ca1df8-00000130.jpg",1.407,"2023-12-24T14:04:54.552424Z"
230,"1","bulbasaur","2023-12-24T14:04:56.200456Z",127,"/data/upload/6/458faaa3-00000131.jpg",1.122,"2023-12-24T14:04:56.200456Z"
231,"1","bulbasaur","2023-12-24T14:04:57.279372Z",128,"/data/upload/6/cf3ff4d5-00000132.jpg",4.07,"2023-12-24T14:05:02.994535Z"
232,"1","bulbasaur","2023-12-24T14:05:06.556857Z",129,"/data/upload/6/c5dbcb42-00000133.jpg",1.688,"2023-12-24T14:05:06.556857Z"
233,"1","bulbasaur","2023-12-24T14:05:07.962560Z",130,"/data/upload/6/9dcdf6a9-00000134.jpg",1.16,"2023-12-24T14:05:07.962560Z"
234,"1","bulbasaur","2023-12-24T14:05:09.310972Z",131,"/data/upload/6/afee2a12-00000135.jpg",0.812,"2023-12-24T14:05:09.310972Z"
235,"1","bulbasaur","2023-12-24T14:05:10.422557Z",132,"/data/upload/6/7001f1d1-00000136.jpg",0.887,"2023-12-24T14:05:10.422557Z"
236,"1","bulbasaur","2023-12-24T14:05:12.015996Z",133,"/data/upload/6/a5ba9b19-00000137.jpg",1.056,"2023-12-24T14:05:12.015996Z"
237,"1","bulbasaur","2023-12-24T14:05:12.949444Z",134,"/data/upload/6/57419a39-00000138.jpg",0.699,"2023-12-24T14:05:12.949444Z"
238,"1","bulbasaur","2023-12-24T14:05:14.461795Z",135,"/data/upload/6/42f489f7-00000139.jpg",0.962,"2023-12-24T14:05:14.461795Z"
239,"1","bulbasaur","2023-12-24T14:05:15.489061Z",136,"/data/upload/6/dd8f6a39-00000140.jpg",0.797,"2023-12-24T14:05:15.489061Z"
240,"1","bulbasaur","2023-12-24T14:05:16.906274Z",137,"/data/upload/6/9bb9e0ab-00000141.jpg",0.864,"2023-12-24T14:05:16.906274Z"
241,"1","bulbasaur","2023-12-24T14:05:17.972676Z",138,"/data/upload/6/0d701963-00000142.jpg",0.838,"2023-12-24T14:05:17.972676Z"
242,"1","bulbasaur","2023-12-24T14:05:19.251343Z",139,"/data/upload/6/c4b914dc-00000143.jpg",0.748,"2023-12-24T14:05:19.251343Z"
243,"1","bulbasaur","2023-12-24T14:05:20.105908Z",140,"/data/upload/6/8140c6df-00000144.jpg",0.617,"2023-12-24T14:05:20.105908Z"
244,"1","bulbasaur","2023-12-24T14:05:21.458421Z",141,"/data/upload/6/bc97e186-00000145.jpg",0.798,"2023-12-24T14:05:21.458421Z"
245,"1","bulbasaur","2023-12-24T14:05:22.414278Z",142,"/data/upload/6/2cab8451-00000146.jpg",0.72,"2023-12-24T14:05:22.414512Z"
246,"1","bulbasaur","2023-12-24T14:05:23.676287Z",143,"/data/upload/6/7b7b6c53-00000147.jpg",0.73,"2023-12-24T14:05:23.676287Z"
247,"1","bulbasaur","2023-12-24T14:05:24.566813Z",144,"/data/upload/6/f00ae522-00000148.jpg",0.658,"2023-12-24T14:05:24.566813Z"
248,"1","bulbasaur","2023-12-24T14:05:25.860058Z",145,"/data/upload/6/62937e1d-00000149.jpg",0.722,"2023-12-24T14:05:25.860058Z"
249,"1","bulbasaur","2023-12-24T14:05:26.820470Z",146,"/data/upload/6/e83c6e66-00000150.jpg",0.722,"2023-12-24T14:05:26.820470Z"
250,"1","bulbasaur","2023-12-24T14:05:28.213563Z",147,"/data/upload/6/2bfce824-00000151.jpg",0.868,"2023-12-24T14:05:28.213563Z"
251,"1","bulbasaur","2023-12-24T14:05:29.062982Z",148,"/data/upload/6/2506baf8-00000152.jpg",0.623,"2023-12-24T14:05:29.062982Z"
252,"1","bulbasaur","2023-12-24T14:05:30.340222Z",149,"/data/upload/6/fcecaa17-00000153.jpg",0.719,"2023-12-24T14:05:30.340222Z"
253,"1","bulbasaur","2023-12-24T14:05:31.314867Z",150,"/data/upload/6/96b1d8e6-00000154.jpg",0.749,"2023-12-24T14:05:31.314867Z"
254,"1","bulbasaur","2023-12-24T14:05:32.649809Z",151,"/data/upload/6/2f55b8d6-00000155.jpg",0.806,"2023-12-24T14:05:32.649809Z"
255,"1","bulbasaur","2023-12-24T14:05:33.708276Z",152,"/data/upload/6/21e51f62-00000156.jpg",0.816,"2023-12-24T14:05:33.708276Z"
256,"1","bulbasaur","2023-12-24T14:05:35.131040Z",153,"/data/upload/6/2162dc90-00000157.jpg",0.886,"2023-12-24T14:05:35.131040Z"
257,"1","bulbasaur","2023-12-24T14:05:35.988019Z",154,"/data/upload/6/41eced66-00000158.jpg",0.622,"2023-12-24T14:05:35.988019Z"
258,"1","bulbasaur","2023-12-24T14:05:37.448980Z",155,"/data/upload/6/96182f03-00000159.jpg",0.908,"2023-12-24T14:05:37.448980Z"
259,"1","bulbasaur","2023-12-24T14:05:38.585647Z",156,"/data/upload/6/bd8058b9-00000160.jpg",0.916,"2023-12-24T14:05:38.585647Z"
260,"1","bulbasaur","2023-12-24T14:05:39.920561Z",157,"/data/upload/6/740658d3-00000161.jpg",0.802,"2023-12-24T14:05:39.920561Z"
261,"1","bulbasaur","2023-12-24T14:05:40.977787Z",158,"/data/upload/6/9a2f206a-00000162.jpg",0.819,"2023-12-24T14:05:40.977787Z"
262,"1","bulbasaur","2023-12-24T14:05:42.314008Z",159,"/data/upload/6/88a4b031-00000163.jpg",0.772,"2023-12-24T14:05:42.314008Z"
263,"1","bulbasaur","2023-12-24T14:05:43.350582Z",160,"/data/upload/6/3129b0a8-00000164.jpg",0.797,"2023-12-24T14:05:43.350582Z"
264,"1","bulbasaur","2023-12-24T14:05:44.762761Z",161,"/data/upload/6/cb198a2f-00000165.jpg",0.89,"2023-12-24T14:05:44.762761Z"
265,"1","bulbasaur","2023-12-24T14:05:45.828465Z",162,"/data/upload/6/040ae83f-00000166.jpg",0.812,"2023-12-24T14:05:45.828465Z"
266,"1","bulbasaur","2023-12-24T14:05:47.246497Z",163,"/data/upload/6/5ff79406-00000167.jpg",0.892,"2023-12-24T14:05:47.246497Z"
267,"1","bulbasaur","2023-12-24T14:05:48.180131Z",164,"/data/upload/6/14ee5ef1-00000168.jpg",0.689,"2023-12-24T14:05:48.180131Z"
268,"1","bulbasaur","2023-12-24T14:05:49.461991Z",165,"/data/upload/6/31685908-00000169.jpg",0.72,"2023-12-24T14:05:49.461991Z"
269,"1","bulbasaur","2023-12-24T14:05:50.319031Z",166,"/data/upload/6/4155bb7a-00000170.jpg",0.604,"2023-12-24T14:05:50.319031Z"
270,"1","bulbasaur","2023-12-24T14:05:51.700602Z",167,"/data/upload/6/68998af8-00000171.jpg",0.849,"2023-12-24T14:05:51.700602Z"
271,"1","bulbasaur","2023-12-24T14:05:52.626634Z",168,"/data/upload/6/7fadb544-00000172.jpg",0.704,"2023-12-24T14:05:52.626634Z"
272,"1","bulbasaur","2023-12-24T14:05:54.070316Z",169,"/data/upload/6/15af6f0c-00000173.jpg",0.933,"2023-12-24T14:05:54.070316Z"
273,"1","bulbasaur","2023-12-24T14:05:55.444951Z",170,"/data/upload/6/80817a3a-00000174.jpg",1.131,"2023-12-24T14:05:55.444951Z"
274,"1","bulbasaur","2023-12-24T14:05:56.772220Z",171,"/data/upload/6/7b749311-00000175.jpg",0.792,"2023-12-24T14:05:56.772220Z"
275,"1","bulbasaur","2023-12-24T14:05:57.755516Z",172,"/data/upload/6/1fc684b8-00000176.jpg",0.737,"2023-12-24T14:05:57.755516Z"
276,"1","bulbasaur","2023-12-24T14:05:59.099381Z",173,"/data/upload/6/70c3d583-00000177.jpg",0.823,"2023-12-24T14:05:59.099381Z"
277,"1","bulbasaur","2023-12-24T14:05:59.978630Z",174,"/data/upload/6/5f80d4c5-00000178.jpg",0.62,"2023-12-24T14:05:59.978630Z"
278,"1","bulbasaur","2023-12-24T14:08:42.526628Z",175,"/data/upload/6/c96cfe78-00000179.jpg",161.997,"2023-12-24T14:08:42.526628Z"
